direction,seed,split_seed,device_id,label,file_path,window_index,sample_offset,block,role,shot_k
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,90,7055910,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,91,7134309,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,92,7212708,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,93,7291107,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,94,7369506,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,95,7447905,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,96,7526304,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,97,7604703,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,98,7683102,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,99,7761501,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,100,7839900,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,101,7918299,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,102,7996698,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,103,8075097,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,104,8153496,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,105,8231895,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,106,8310294,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,107,8388693,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,108,8467092,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,109,8545491,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,110,8623890,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,111,8702289,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,112,8780688,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,113,8859087,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,114,8937486,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,115,9015885,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,116,9094284,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,117,9172683,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,118,9251082,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,119,9329481,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,120,9407880,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,121,9486279,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,122,9564678,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,123,9643077,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,124,9721476,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,125,9799875,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,126,9878274,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,127,9956673,B,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,128,10035072,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,129,10113471,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,130,10191870,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,131,10270269,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,132,10348668,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,133,10427067,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,134,10505466,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,135,10583865,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,136,10662264,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,137,10740663,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,138,10819062,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,139,10897461,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,140,10975860,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,141,11054259,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,142,11132658,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,143,11211057,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,144,11289456,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,145,11367855,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,146,11446254,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,147,11524653,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,148,11603052,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,149,11681451,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,150,11759850,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,151,11838249,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,152,11916648,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,153,11995047,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,154,12073446,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,155,12151845,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,156,12230244,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,157,12308643,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,158,12387042,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,159,12465441,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,160,12543840,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,161,12622239,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,162,12700638,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,163,12779037,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,164,12857436,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,165,12935835,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,166,13014234,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,167,13092633,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,168,13171032,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,169,13249431,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,170,13327830,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,171,13406229,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,172,13484628,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,173,13563027,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,174,13641426,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,175,13719825,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,176,13798224,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,177,13876623,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,178,13955022,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,179,14033421,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,180,14111820,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,181,14190219,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,182,14268618,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,183,14347017,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,184,14425416,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,185,14503815,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,186,14582214,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,187,14660613,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,188,14739012,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,189,14817411,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,190,14895810,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,191,14974209,C,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,192,15052608,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,193,15131007,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,194,15209406,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,195,15287805,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,196,15366204,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,197,15444603,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,198,15523002,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,199,15601401,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,200,15679800,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,201,15758199,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,202,15836598,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,203,15914997,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,204,15993396,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,205,16071795,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,206,16150194,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,207,16228593,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,208,16306992,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,209,16385391,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,210,16463790,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,211,16542189,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,212,16620588,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,213,16698987,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,214,16777386,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,215,16855785,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,216,16934184,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,217,17012583,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,218,17090982,D,source_train,
rx1_to_rx2,0,0,6,5,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device6_IQ.dat,219,17169381,D,source_train,
